forecast_date,inventory_week_start,store_id,store_name,region,product_id,product_name,category,supplier_id,supplier_name,supplier_lead_time_days,current_stock,forecast_demand,safety_stock,reorder_point,average_weekly_demand,projected_stock_after_forecast,weeks_of_supply,risk_status,risk_reason
2026-01-05,2025-12-29,S011,East Standard 11,East,P008,Breakfast Cereal,Packaged Foods,SUP004,Packaged Supplier 2,21,358,32.49,13,105,33.75,325.51,10.607407407407408,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S011,East Standard 11,East,P009,Biscuits Family Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,81,21.96,10,40,23.25,59.04,3.4838709677419355,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S011,East Standard 11,East,P010,Frozen Peas 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,36,24.28,10,83,22.25,11.719999999999999,1.6179775280898876,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S011,East Standard 11,East,P012,Ketchup 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,109,14.88,7,52,14.75,94.12,7.389830508474576,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S011,East Standard 11,East,P013,Cola 2L,Beverages,SUP005,Beverages Supplier 1,19,243,23.87,10,84,26.75,219.13,9.08411214953271,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S011,East Standard 11,East,P014,Orange Juice 1L,Beverages,SUP006,Beverages Supplier 2,15,97,25.43,11,69,28.75,71.57,3.373913043478261,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S011,East Standard 11,East,P015,Mineral Water 1L,Beverages,SUP005,Beverages Supplier 1,19,129,39.81,15,120,36.75,89.19,3.510204081632653,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S011,East Standard 11,East,P016,Energy Drink Can,Beverages,SUP006,Beverages Supplier 2,15,4,42.25,22,130,54.75,-38.25,0.0730593607305936,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S011,East Standard 11,East,P017,Instant Coffee 100g,Beverages,SUP005,Beverages Supplier 1,19,403,48.94,21,165,50.75,354.06,7.940886699507389,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S011,East Standard 11,East,P018,Green Tea Box,Beverages,SUP006,Beverages Supplier 2,15,83,53.5,22,129,54.0,29.5,1.537037037037037,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S011,East Standard 11,East,P019,Dish Soap 500ml,Household Essentials,SUP007,Household Supplier 1,6,9,30.98,14,55,33.0,-21.98,0.2727272727272727,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S011,East Standard 11,East,P020,Laundry Detergent 1kg,Household Essentials,SUP008,Household Supplier 2,13,51,15.32,7,43,18.0,35.68,2.8333333333333335,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S011,East Standard 11,East,P022,Trash Bags (30 pack),Household Essentials,SUP008,Household Supplier 2,13,256,52.49,22,133,54.25,203.51,4.71889400921659,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S011,East Standard 11,East,P023,All-Purpose Cleaner,Household Essentials,SUP007,Household Supplier 1,6,49,41.26,17,68,43.0,7.740000000000002,1.1395348837209303,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S011,East Standard 11,East,P024,Paper Towels (2 pack),Household Essentials,SUP008,Household Supplier 2,13,40,25.78,12,70,27.5,14.219999999999999,1.4545454545454546,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S011,East Standard 11,East,P026,Body Wash 250ml,Personal Care,SUP010,Personal Supplier 2,15,330,47.49,23,136,54.25,282.51,6.082949308755761,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S011,East Standard 11,East,P027,Hand Sanitizer 200ml,Personal Care,SUP009,Personal Supplier 1,18,33,41.08,17,134,44.75,-8.079999999999998,0.7374301675977654,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S011,East Standard 11,East,P028,Shaving Cream,Personal Care,SUP010,Personal Supplier 2,15,144,47.22,20,123,48.5,96.78,2.9690721649484537,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S011,East Standard 11,East,P029,Deodorant Spray,Personal Care,SUP009,Personal Supplier 1,18,189,15.65,7,56,16.0,173.35,11.8125,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S011,East Standard 11,East,P030,Hair Oil 200ml,Personal Care,SUP010,Personal Supplier 2,15,101,29.17,13,79,31.75,71.83,3.1811023622047245,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P004,Fresh Curd 500g,Perishables,SUP002,Perishables Supplier 2,21,375,28.3,11,90,26.75,346.7,14.018691588785046,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S012,East Express 12,East,P005,Butter 100g,Perishables,SUP001,Perishables Supplier 1,13,65,22.71,10,62,24.5,42.29,2.6530612244897958,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P006,Fresh Eggs (12),Perishables,SUP002,Perishables Supplier 2,21,12,15.29,7,53,17.0,-3.289999999999999,0.7058823529411765,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S012,East Express 12,East,P007,Instant Noodles Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,25,12.86,5,21,13.25,12.14,1.8867924528301887,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P009,Biscuits Family Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,15,12.55,5,22,12.75,2.4499999999999993,1.1764705882352942,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S012,East Express 12,East,P010,Frozen Peas 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,56,12.76,6,45,12.5,43.24,4.48,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P011,Pasta 500g,Packaged Foods,SUP003,Packaged Supplier 1,10,21,20.28,9,37,23.75,0.7199999999999989,0.8842105263157894,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S012,East Express 12,East,P014,Orange Juice 1L,Beverages,SUP006,Beverages Supplier 2,15,67,14.71,6,38,13.5,52.29,4.962962962962963,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P015,Mineral Water 1L,Beverages,SUP005,Beverages Supplier 1,19,130,20.13,8,66,22.0,109.87,5.909090909090909,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P017,Instant Coffee 100g,Beverages,SUP005,Beverages Supplier 1,19,526,24.7,11,90,23.75,501.3,22.147368421052633,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S012,East Express 12,East,P018,Green Tea Box,Beverages,SUP006,Beverages Supplier 2,15,98,26.68,12,71,28.0,71.32,3.5,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P020,Laundry Detergent 1kg,Household Essentials,SUP008,Household Supplier 2,13,35,8.42,4,23,9.5,26.58,3.6842105263157894,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P021,Toilet Paper (6 pack),Household Essentials,SUP007,Household Supplier 1,6,61,26.45,12,47,27.5,34.55,2.2181818181818183,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P022,Trash Bags (30 pack),Household Essentials,SUP008,Household Supplier 2,13,130,28.78,12,73,30.25,101.22,4.297520661157025,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P023,All-Purpose Cleaner,Household Essentials,SUP007,Household Supplier 1,6,25,21.41,9,37,22.0,3.59,1.1363636363636365,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S012,East Express 12,East,P025,Toothpaste 100g,Personal Care,SUP009,Personal Supplier 1,18,69,15.53,7,53,17.25,53.47,4.0,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P026,Body Wash 250ml,Personal Care,SUP010,Personal Supplier 2,15,141,27.57,12,74,28.75,113.43,4.904347826086957,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P028,Shaving Cream,Personal Care,SUP010,Personal Supplier 2,15,84,26.66,11,67,26.75,57.34,3.1401869158878504,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S012,East Express 12,East,P029,Deodorant Spray,Personal Care,SUP009,Personal Supplier 1,18,83,10.79,4,30,10.25,72.21000000000001,8.097560975609756,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S012,East Express 12,East,P030,Hair Oil 200ml,Personal Care,SUP010,Personal Supplier 2,15,107,17.4,7,43,19.0,89.6,5.631578947368421,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S013,West Flagship 13,West,P001,Fresh Milk 1L,Perishables,SUP001,Perishables Supplier 1,13,254,64.9,26,158,62.25,189.1,4.080321285140562,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S013,West Flagship 13,West,P002,Brown Bread,Perishables,SUP002,Perishables Supplier 2,21,184,33.26,14,112,35.25,150.74,5.219858156028369,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S013,West Flagship 13,West,P003,Paneer 200g,Perishables,SUP001,Perishables Supplier 1,13,135,50.45,22,129,55.0,84.55,2.4545454545454546,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S013,West Flagship 13,West,P004,Fresh Curd 500g,Perishables,SUP002,Perishables Supplier 2,21,18,78.04,32,260,80.75,-60.040000000000006,0.22291021671826625,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S013,West Flagship 13,West,P005,Butter 100g,Perishables,SUP001,Perishables Supplier 1,13,157,67.5,30,181,80.75,89.5,1.9442724458204335,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S013,West Flagship 13,West,P006,Fresh Eggs (12),Perishables,SUP002,Perishables Supplier 2,21,246,43.88,19,152,43.75,202.12,5.622857142857143,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S013,West Flagship 13,West,P011,Pasta 500g,Packaged Foods,SUP003,Packaged Supplier 1,10,146,65.5,27,108,65.5,80.5,2.2290076335877864,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S013,West Flagship 13,West,P012,Ketchup 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,302,23.53,10,83,24.0,278.47,12.583333333333334,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S013,West Flagship 13,West,P013,Cola 2L,Beverages,SUP005,Beverages Supplier 1,19,0,41.65,17,132,39.25,-41.65,0.0,STOCKOUT_RISK,Current stock is zero
2026-01-05,2025-12-29,S013,West Flagship 13,West,P014,Orange Juice 1L,Beverages,SUP006,Beverages Supplier 2,15,213,44.62,18,109,46.5,168.38,4.580645161290323,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S013,West Flagship 13,West,P016,Energy Drink Can,Beverages,SUP006,Beverages Supplier 2,15,254,74.88,34,207,86.0,179.12,2.953488372093023,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S013,West Flagship 13,West,P017,Instant Coffee 100g,Beverages,SUP005,Beverages Supplier 1,19,150,77.21,33,262,81.75,72.79,1.834862385321101,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S013,West Flagship 13,West,P018,Green Tea Box,Beverages,SUP006,Beverages Supplier 2,15,60,77.24,34,205,83.0,-17.239999999999995,0.7228915662650602,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S013,West Flagship 13,West,P019,Dish Soap 500ml,Household Essentials,SUP007,Household Supplier 1,6,60,51.61,22,88,52.75,8.39,1.1374407582938388,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S013,West Flagship 13,West,P021,Toilet Paper (6 pack),Household Essentials,SUP007,Household Supplier 1,6,174,79.83,34,136,82.75,94.17,2.102719033232628,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S013,West Flagship 13,West,P023,All-Purpose Cleaner,Household Essentials,SUP007,Household Supplier 1,6,143,63.84,27,108,60.25,79.16,2.3734439834024896,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S013,West Flagship 13,West,P024,Paper Towels (2 pack),Household Essentials,SUP008,Household Supplier 2,13,264,43.21,19,111,41.0,220.79,6.439024390243903,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S013,West Flagship 13,West,P027,Hand Sanitizer 200ml,Personal Care,SUP009,Personal Supplier 1,18,636,66.38,26,212,73.0,569.62,8.712328767123287,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S013,West Flagship 13,West,P028,Shaving Cream,Personal Care,SUP010,Personal Supplier 2,15,41,71.03,32,195,73.75,-30.03,0.5559322033898305,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S013,West Flagship 13,West,P029,Deodorant Spray,Personal Care,SUP009,Personal Supplier 1,18,304,22.94,11,88,26.0,281.06,11.692307692307692,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S014,West Standard 14,West,P002,Brown Bread,Perishables,SUP002,Perishables Supplier 2,21,50,18.7,9,73,23.0,31.3,2.1739130434782608,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S014,West Standard 14,West,P005,Butter 100g,Perishables,SUP001,Perishables Supplier 1,13,251,43.1,20,117,47.0,207.9,5.340425531914893,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S014,West Standard 14,West,P006,Fresh Eggs (12),Perishables,SUP002,Perishables Supplier 2,21,126,27.88,12,99,30.0,98.12,4.2,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S014,West Standard 14,West,P007,Instant Noodles Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,120,24.69,10,40,23.5,95.31,5.1063829787234045,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S014,West Standard 14,West,P010,Frozen Peas 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,219,21.1,11,85,25.0,197.9,8.76,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S014,West Standard 14,West,P012,Ketchup 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,109,15.65,7,54,16.5,93.35,6.606060606060606,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S014,West Standard 14,West,P013,Cola 2L,Beverages,SUP005,Beverages Supplier 1,19,360,24.8,11,86,24.0,335.2,15.0,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S014,West Standard 14,West,P014,Orange Juice 1L,Beverages,SUP006,Beverages Supplier 2,15,80,28.08,12,71,28.25,51.92,2.831858407079646,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S014,West Standard 14,West,P015,Mineral Water 1L,Beverages,SUP005,Beverages Supplier 1,19,57,33.98,15,123,35.75,23.020000000000003,1.5944055944055944,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S014,West Standard 14,West,P020,Laundry Detergent 1kg,Household Essentials,SUP008,Household Supplier 2,13,52,15.99,7,44,17.0,36.01,3.0588235294117645,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S014,West Standard 14,West,P021,Toilet Paper (6 pack),Household Essentials,SUP007,Household Supplier 1,6,6,51.91,22,89,53.25,-45.91,0.11267605633802817,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S014,West Standard 14,West,P022,Trash Bags (30 pack),Household Essentials,SUP008,Household Supplier 2,13,316,55.68,23,137,58.0,260.32,5.448275862068965,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S014,West Standard 14,West,P023,All-Purpose Cleaner,Household Essentials,SUP007,Household Supplier 1,6,86,45.07,18,71,44.0,40.93,1.9545454545454546,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S014,West Standard 14,West,P025,Toothpaste 100g,Personal Care,SUP009,Personal Supplier 1,18,347,26.83,13,101,27.0,320.17,12.851851851851851,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S014,West Standard 14,West,P026,Body Wash 250ml,Personal Care,SUP010,Personal Supplier 2,15,147,55.05,23,140,60.75,91.95,2.419753086419753,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S014,West Standard 14,West,P027,Hand Sanitizer 200ml,Personal Care,SUP009,Personal Supplier 1,18,35,40.44,17,138,39.5,-5.439999999999998,0.8860759493670886,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S014,West Standard 14,West,P029,Deodorant Spray,Personal Care,SUP009,Personal Supplier 1,18,129,16.47,7,57,17.25,112.53,7.478260869565218,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S014,West Standard 14,West,P030,Hair Oil 200ml,Personal Care,SUP010,Personal Supplier 2,15,219,33.14,14,82,33.0,185.86,6.636363636363637,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P001,Fresh Milk 1L,Perishables,SUP001,Perishables Supplier 1,13,180,39.34,17,104,41.25,140.66,4.363636363636363,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P003,Paneer 200g,Perishables,SUP001,Perishables Supplier 1,13,95,33.07,14,85,34.0,61.93,2.7941176470588234,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P004,Fresh Curd 500g,Perishables,SUP002,Perishables Supplier 2,21,96,50.76,21,171,47.0,45.24,2.0425531914893615,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S015,West Standard 15,West,P007,Instant Noodles Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,23,22.19,10,40,24.25,0.8099999999999987,0.9484536082474226,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S015,West Standard 15,West,P008,Breakfast Cereal,Packaged Foods,SUP004,Packaged Supplier 2,21,137,28.26,14,109,32.75,108.74,4.183206106870229,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P009,Biscuits Family Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,130,23.52,10,41,24.75,106.48,5.252525252525253,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P010,Frozen Peas 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,101,25.48,11,86,25.75,75.52,3.9223300970873787,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P012,Ketchup 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,185,16.92,7,54,19.75,168.07999999999998,9.367088607594937,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S015,West Standard 15,West,P013,Cola 2L,Beverages,SUP005,Beverages Supplier 1,19,121,25.29,11,87,28.5,95.71000000000001,4.245614035087719,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P014,Orange Juice 1L,Beverages,SUP006,Beverages Supplier 2,15,48,27.72,12,72,28.75,20.28,1.6695652173913043,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S015,West Standard 15,West,P017,Instant Coffee 100g,Beverages,SUP005,Beverages Supplier 1,19,412,55.38,22,172,48.0,356.62,8.583333333333334,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S015,West Standard 15,West,P018,Green Tea Box,Beverages,SUP006,Beverages Supplier 2,15,173,52.73,22,135,51.75,120.27000000000001,3.342995169082126,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P019,Dish Soap 500ml,Household Essentials,SUP007,Household Supplier 1,6,40,32.47,14,58,32.75,7.530000000000001,1.2213740458015268,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S015,West Standard 15,West,P020,Laundry Detergent 1kg,Household Essentials,SUP008,Household Supplier 2,13,81,16.88,7,44,16.75,64.12,4.835820895522388,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P021,Toilet Paper (6 pack),Household Essentials,SUP007,Household Supplier 1,6,107,54.81,22,90,53.5,52.19,2.0,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P022,Trash Bags (30 pack),Household Essentials,SUP008,Household Supplier 2,13,267,58.9,23,138,48.5,208.1,5.505154639175258,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P024,Paper Towels (2 pack),Household Essentials,SUP008,Household Supplier 2,13,86,26.67,12,73,31.75,59.33,2.7086614173228347,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S015,West Standard 15,West,P025,Toothpaste 100g,Personal Care,SUP009,Personal Supplier 1,18,283,29.51,13,102,30.25,253.49,9.355371900826446,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S015,West Standard 15,West,P027,Hand Sanitizer 200ml,Personal Care,SUP009,Personal Supplier 1,18,631,43.5,17,139,43.25,587.5,14.589595375722544,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S015,West Standard 15,West,P028,Shaving Cream,Personal Care,SUP010,Personal Supplier 2,15,82,51.27,21,128,51.25,30.729999999999997,1.6,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S015,West Standard 15,West,P029,Deodorant Spray,Personal Care,SUP009,Personal Supplier 1,18,152,16.53,7,58,17.75,135.47,8.56338028169014,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S015,West Standard 15,West,P030,Hair Oil 200ml,Personal Care,SUP010,Personal Supplier 2,15,117,36.28,14,83,34.25,80.72,3.4160583941605838,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S016,West Express 16,West,P001,Fresh Milk 1L,Perishables,SUP001,Perishables Supplier 1,13,124,22.69,10,58,25.0,101.31,4.96,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S016,West Express 16,West,P002,Brown Bread,Perishables,SUP002,Perishables Supplier 2,21,64,12.55,5,41,13.5,51.45,4.7407407407407405,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S016,West Express 16,West,P003,Paneer 200g,Perishables,SUP001,Perishables Supplier 1,13,31,16.66,8,47,18.0,14.34,1.7222222222222223,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S016,West Express 16,West,P004,Fresh Curd 500g,Perishables,SUP002,Perishables Supplier 2,21,325,22.62,12,95,27.25,302.38,11.926605504587156,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S016,West Express 16,West,P006,Fresh Eggs (12),Perishables,SUP002,Perishables Supplier 2,21,82,15.98,7,56,16.5,66.02,4.96969696969697,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S016,West Express 16,West,P007,Instant Noodles Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,9,13.74,6,22,14.5,-4.74,0.6206896551724138,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S016,West Express 16,West,P008,Breakfast Cereal,Packaged Foods,SUP004,Packaged Supplier 2,21,189,17.06,8,61,19.25,171.94,9.818181818181818,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
